,Yourself,workstat,age,divorce,widowed,educ,Total no of Children,income,region convert,attend convert,owngun convert,tvhours converted,vhappy,mothfath16,black,female,blackfemale,occattend,regattend,unem10,happy
947,1,5,29,2,0,15,0,1,3,2,2,2,0,1,0,1,0,1,0,0,1
948,1,9,29,2,0,15,0,3,3,2,0,2,0,1,0,0,0,1,0,2,1
949,1,5,28,2,0,15,0,1,3,2,0,1,0,0,0,1,0,1,0,1,1
950,1,5,0,2,0,15,0,3,3,1,0,3,0,0,0,0,0,0,0,2,0
951,1,5,21,2,0,16,0,4,3,2,0,1,0,0,0,0,0,1,0,1,1
952,1,5,0,2,0,16,0,1,3,2,2,1,0,1,0,0,0,1,0,1,1
953,1,8,45,2,0,12,0,6,3,1,0,1,0,1,0,1,0,0,0,0,1
954,1,9,30,2,0,9,0,4,3,1,2,3,0,1,0,1,0,0,0,1,1
955,1,1,51,0,0,14,0,6,5,0,2,2,0,1,0,1,0,0,0,0,1
956,1,5,0,2,0,12,0,7,5,0,1,4,0,1,0,0,0,0,0,2,1
957,1,8,66,0,0,15,1,6,5,4,0,2,0,1,0,1,0,1,0,2,1
958,1,8,51,0,0,17,0,6,5,5,0,1,1,1,0,1,0,0,0,2,1
959,1,8,32,2,0,15,0,3,5,2,2,2,1,1,0,1,0,1,0,0,1
960,1,1,47,0,0,12,0,4,5,5,0,3,0,0,0,1,0,0,0,2,1
961,1,8,61,0,0,14,2,6,5,4,2,1,0,0,0,0,0,1,0,0,1
962,1,8,42,2,0,14,1,6,5,5,0,1,0,1,0,1,0,0,0,2,1
963,1,1,46,2,0,12,3,4,5,2,2,3,0,1,0,1,0,1,0,1,1
964,1,8,42,2,0,16,2,5,5,5,0,1,0,1,0,1,0,0,0,0,0
965,1,9,41,2,0,5,0,3,5,4,0,2,0,1,0,0,0,1,0,2,1
966,1,8,32,2,0,12,0,3,5,1,2,4,0,1,0,1,0,0,0,0,0
967,1,4,23,0,0,12,0,2,5,6,0,1,0,1,0,1,0,0,1,1,1
968,1,1,27,0,0,10,2,3,5,0,2,4,0,1,0,1,0,0,0,1,1
969,1,1,28,2,1,12,2,1,5,0,1,0,0,1,0,1,0,0,0,2,1
970,1,8,51,2,0,12,0,6,5,0,1,1,0,0,0,0,0,0,0,1,1
971,1,3,59,2,0,16,0,6,5,3,2,1,1,1,0,1,0,1,0,0,1
972,1,4,47,1,0,12,0,7,5,0,2,8,0,1,0,1,0,0,0,0,1
973,1,7,59,2,0,16,0,2,5,2,0,1,0,1,0,0,0,1,0,1,0
974,1,5,0,2,0,15,0,1,5,1,1,1,1,0,0,1,0,0,0,1,1
975,1,8,42,2,0,12,0,5,5,0,2,1,0,0,0,0,0,0,0,0,1
976,1,8,58,2,0,14,0,6,5,0,2,2,1,0,0,1,0,0,0,1,1
977,1,1,47,1,0,18,1,6,5,1,2,1,0,0,0,1,0,0,0,0,1
978,1,8,65,0,0,15,2,6,5,3,0,1,0,1,0,0,0,1,0,0,1
979,1,8,31,2,0,15,1,5,5,1,0,1,0,1,0,1,0,0,0,1,1
980,1,8,46,2,0,12,0,4,5,2,2,3,0,0,0,1,0,1,0,0,0
981,1,8,31,2,0,15,1,7,5,0,1,2,0,1,0,0,0,0,0,2,1
982,1,1,36,1,0,12,0,6,5,4,0,3,0,1,0,1,0,1,0,2,1
983,1,8,48,2,0,16,0,6,6,2,0,1,0,1,0,1,0,1,0,1,1
984,1,8,51,1,0,16,1,6,6,2,2,2,1,1,0,0,0,1,0,0,1
985,1,8,61,2,0,13,0,7,6,6,0,1,1,1,1,0,0,0,1,1,1
986,1,8,52,0,0,14,2,7,6,4,2,1,1,1,1,1,1,1,0,0,1
987,1,8,52,2,0,13,2,7,6,0,0,2,0,0,1,1,1,0,0,2,0
988,1,8,36,2,0,15,0,7,6,6,1,2,0,0,1,0,0,0,1,2,1
989,1,3,36,2,0,12,2,2,6,1,2,2,0,1,1,0,0,0,0,0,0
990,1,8,22,2,0,17,0,4,6,1,0,1,0,0,1,1,1,0,0,0,0
991,1,8,31,0,0,10,0,6,6,3,0,4,0,1,1,0,0,1,0,2,0
992,1,5,0,2,0,11,2,5,6,2,0,6,0,0,1,0,0,1,0,2,0
993,1,4,22,0,0,12,0,6,6,4,0,1,1,0,1,0,0,1,0,0,1
994,1,5,51,2,0,14,1,7,6,3,0,1,0,1,1,1,1,1,0,0,0
995,1,4,49,0,0,8,0,7,6,4,2,4,0,1,0,0,0,1,0,0,1
996,1,7,22,0,0,7,0,3,6,0,2,14,0,1,0,0,0,0,0,1,1
997,1,8,56,0,0,14,2,6,6,2,2,2,0,0,0,1,0,1,0,0,1
998,1,9,32,0,0,12,2,4,6,4,0,1,0,1,0,1,0,1,0,0,1
999,1,8,30,2,0,13,0,5,6,1,0,2,0,0,0,0,0,0,0,2,1
1000,1,4,28,0,0,5,0,3,6,0,2,4,0,1,0,1,0,0,0,0,1
1001,1,9,29,0,0,12,0,6,6,5,0,3,1,1,0,1,0,0,1,2,1
1002,1,8,44,0,0,16,1,6,6,1,0,1,1,1,0,0,0,0,0,0,1
1003,1,8,51,0,0,16,1,6,6,6,2,1,1,1,0,0,0,0,1,0,1
1004,1,8,32,0,0,12,0,6,6,3,2,2,1,1,0,1,0,1,0,1,1
1005,1,8,35,2,0,14,0,6,6,2,2,1,1,1,0,0,0,1,0,0,1
1006,1,1,40,0,0,13,4,6,6,5,1,1,0,1,0,1,0,0,0,0,1
1007,1,8,30,0,0,12,0,7,6,6,2,1,0,1,0,0,0,0,1,0,1
1008,1,1,51,1,0,12,0,6,6,3,1,1,0,1,0,1,0,1,0,0,1
1009,1,8,44,0,0,11,4,6,6,0,2,2,0,1,0,0,0,0,0,0,1
1010,1,8,0,1,0,17,0,7,6,2,1,3,0,1,0,0,0,1,0,2,1
1011,1,4,24,0,0,11,0,4,2,5,0,3,1,1,0,0,0,0,0,2,1
1012,1,1,0,0,0,12,0,4,2,0,0,7,0,1,0,1,0,0,0,2,0
1013,1,1,64,2,0,16,0,1,2,5,2,5,0,1,0,1,0,0,0,0,1
1014,1,1,0,2,0,10,4,3,2,1,0,3,0,1,0,1,0,0,0,2,1
1015,1,8,53,2,0,16,0,6,2,0,0,1,0,0,0,1,0,0,0,0,1
1016,1,4,36,0,0,8,0,7,2,5,0,1,0,1,0,0,0,0,0,0,1
1017,1,7,27,2,0,12,0,7,2,5,2,4,0,1,0,1,0,0,1,1,1
1018,1,8,32,1,0,12,0,4,2,3,0,1,0,1,0,1,0,1,0,0,1
1019,1,8,31,2,0,14,1,6,2,5,0,0,1,1,0,1,0,0,0,2,1
1020,1,8,68,2,0,17,0,6,2,1,2,2,0,1,0,0,0,0,0,0,1
1021,1,4,42,0,0,12,0,3,2,6,0,7,0,1,0,1,0,0,1,2,0
1022,1,8,49,2,0,13,0,6,2,1,0,1,1,1,0,0,0,0,0,0,1
1023,1,4,51,0,0,14,0,6,2,5,2,4,0,0,0,0,0,0,0,0,1
1024,1,4,50,0,0,12,0,3,2,5,2,3,1,1,0,1,0,0,0,0,1
1025,1,4,30,0,0,12,0,3,2,5,0,1,0,1,0,0,0,0,0,0,1
1026,1,8,31,0,0,12,3,6,2,1,1,1,0,1,0,1,0,0,0,2,1
1027,1,4,0,0,0,8,0,2,2,3,2,6,0,1,0,1,0,1,0,0,0
1028,1,8,48,0,0,16,0,6,2,2,0,1,0,0,0,1,0,1,0,1,1
1029,1,1,0,0,0,8,0,2,2,6,0,1,0,0,0,1,0,0,1,0,1
1030,1,4,43,0,0,12,0,6,2,5,0,1,1,0,0,0,0,0,0,0,1
1031,1,4,27,0,0,12,0,7,2,5,2,12,0,0,0,0,0,0,0,0,0
1032,1,8,64,0,0,18,2,6,2,5,0,1,0,1,0,0,0,0,0,0,1
1033,1,8,44,2,0,12,0,7,2,2,2,1,0,1,0,0,0,1,0,0,1
1034,1,9,31,0,0,12,0,3,2,5,2,9,0,1,0,1,0,0,0,0,1
1035,1,6,33,0,0,12,1,7,2,4,2,4,0,1,0,1,0,1,0,0,1
1036,1,8,43,0,0,14,1,6,2,2,1,1,0,1,0,0,0,1,0,1,1
1037,1,9,29,2,0,13,0,6,2,5,1,2,0,0,0,0,0,0,0,2,1
1038,1,1,28,0,0,11,0,6,2,5,1,1,1,1,0,1,0,0,0,0,1
1039,1,4,47,2,1,14,0,3,2,6,2,2,0,1,0,0,0,0,1,0,1
1040,1,1,46,0,0,12,0,3,2,4,2,6,1,1,0,1,0,1,0,0,1
1041,1,8,51,0,0,12,0,6,2,4,1,1,0,1,0,0,0,1,0,0,1
1042,1,8,48,0,0,16,1,6,2,5,2,2,1,1,0,0,0,0,0,1,1
1043,1,8,51,0,0,20,0,6,5,4,2,2,1,1,0,0,0,1,0,0,1
1044,1,4,34,1,0,12,0,6,5,0,1,1,1,0,0,0,0,0,0,0,1
1045,1,8,45,2,0,16,1,5,5,4,0,1,1,1,0,1,0,1,0,1,1
1046,1,4,30,1,0,12,0,4,5,3,1,4,0,1,0,0,0,1,0,2,1
1047,1,8,47,2,0,16,0,6,5,5,0,0,1,1,0,0,0,0,0,2,1
1048,1,8,60,0,0,20,0,7,5,6,0,2,1,1,0,0,0,0,1,2,1
1049,1,8,64,0,0,16,2,6,5,2,1,1,1,1,0,0,0,1,0,0,1
1050,1,8,49,0,0,15,3,6,5,5,1,1,1,1,0,0,0,0,0,0,1
1051,1,8,36,0,0,12,2,6,5,0,2,3,1,1,0,0,0,0,0,0,1
1052,1,8,21,2,0,13,0,3,5,5,0,1,0,0,0,0,0,0,0,0,1
1053,1,6,64,2,0,19,0,6,5,0,0,1,1,0,0,0,0,0,0,2,1
1054,1,8,28,2,0,16,0,3,5,0,2,0,0,1,0,1,0,0,0,1,1
1055,1,9,29,2,0,17,0,3,5,0,2,1,0,0,0,1,0,0,0,0,1
1056,1,8,44,2,0,12,0,4,5,0,0,5,0,1,0,0,0,0,0,2,1
1057,1,8,43,2,0,17,0,4,5,4,0,1,1,0,0,1,0,1,0,2,1
1058,1,5,0,2,0,15,0,6,5,1,0,1,0,1,0,0,0,0,0,0,0
1059,1,8,34,2,0,16,0,6,5,2,0,2,0,1,0,0,0,1,0,2,1
1060,1,8,28,2,0,17,0,5,5,1,0,1,0,1,0,1,0,0,0,0,1
1061,1,1,52,2,0,15,0,6,5,5,0,1,0,1,0,1,0,0,0,2,0
1062,1,8,59,0,0,16,2,6,5,0,2,2,1,1,0,0,0,0,0,0,1
1063,1,8,64,0,0,16,0,6,5,5,1,2,0,1,0,1,0,0,0,2,1
1064,1,8,65,0,0,16,0,6,5,5,2,2,0,0,0,0,0,0,0,1,1
1065,1,9,51,0,0,12,0,7,5,5,1,1,1,1,0,1,0,0,0,2,1
1066,1,8,51,0,0,16,3,6,5,4,1,1,1,0,0,0,0,1,0,0,1
1067,1,8,40,2,0,12,0,6,5,1,1,1,1,0,0,1,0,0,0,2,1
1068,1,8,60,2,0,12,0,6,5,0,2,1,0,0,0,0,0,0,0,0,0
1069,1,8,51,1,0,14,0,6,5,5,1,2,1,0,0,0,0,0,0,2,1
1070,1,9,51,0,0,15,0,6,5,5,1,1,0,1,0,1,0,0,0,0,1
1071,1,8,51,2,0,14,2,6,5,5,2,2,1,1,0,1,0,0,0,0,1
1072,1,8,65,0,0,16,1,6,5,2,0,1,0,1,0,0,0,1,0,1,1
1073,1,8,42,0,0,14,1,6,5,4,1,1,1,1,0,0,0,1,0,2,1
1074,1,6,63,0,0,19,0,6,5,1,1,1,1,1,0,0,0,0,0,0,1
1075,1,8,60,0,0,14,0,6,5,0,2,5,1,0,0,0,0,0,0,1,1
1076,1,7,60,1,0,14,3,6,4,0,1,8,0,1,0,1,0,0,0,2,0
1077,1,1,36,1,0,10,0,6,4,1,1,1,1,1,0,1,0,0,0,0,1
1078,1,8,49,2,0,13,0,6,4,3,2,2,0,1,0,0,0,1,0,0,1
1079,1,8,47,2,0,12,0,7,4,1,0,1,0,1,0,1,0,0,0,0,1
1080,1,1,40,0,0,12,0,3,4,0,1,4,0,1,0,1,0,0,0,2,1
1081,1,1,0,0,0,7,0,7,4,3,2,4,0,1,0,1,0,1,0,0,0
1082,1,8,33,0,0,19,0,6,4,1,2,0,0,1,0,1,0,0,0,0,1
1083,1,9,40,2,0,12,1,6,4,2,1,1,0,1,0,0,0,1,0,1,1
1084,1,8,74,0,0,18,1,6,4,5,1,1,1,1,0,0,0,0,0,0,1
1085,1,1,31,0,0,12,3,6,4,4,1,1,0,1,0,1,0,1,0,1,1
1086,1,8,57,2,0,12,1,4,4,1,2,2,0,1,0,1,0,0,0,0,1
